Company Name,ISIN,ISIC full_code,Region/Country,Report Date,Fiscal Year,Quarter,Month,Orig Report,Page,Note,Report Label,Quantity,Quantity Type,Reported Units,OS-C Code,Standardized Quantity,Standardized units,SASB Industry Code,SASB Sub-Metric Code,SASB units,CDP Code,OS-C - CDP synthetic code,Analyst
SOUTHERN CO/THE,US8425871071,D3510,,,FY19,,,EEI-ESG-Sustainability-Reporting-Template.pdf,,,Air emissions from SO,32.00,,thousand MT,Em.17.13,32000.00,Mg,IF-EU,IF-EU-120a.1b,"Mg (t), Percentage (%)",,,Baltzell
VALE SA,BRVALEACNOR0,B0710,,,FY17,,,Relatorio_Sustentabilidade_Vale_2019-en.pdf,109,,Air emissions for the following pollutant: SO,291.80,,thousand tons,Em.17.13,291800.00,Mg,EM-MM,EM-MM-120a.1c,Mg (t),,,Baltzell
VALE SA,BRVALEACNOR0,B0710,,,FY18,,,Relatorio_Sustentabilidade_Vale_2019-en.pdf,109,,Air emissions for the following pollutant: SO,170.70,,thousand tons,Em.17.13,170700.00,Mg,EM-MM,EM-MM-120a.1c,Mg (t),,,Baltzell
VALE SA,BRVALEACNOR0,B0710,,,FY19,,,Relatorio_Sustentabilidade_Vale_2019-en.pdf,109,,Air emissions for the following pollutant: SO,86.30,,thousand tons,Em.17.13,86300.00,Mg,EM-MM,EM-MM-120a.1c,Mg (t),,,Baltzell
CEMEX SAB-CPO,MXP225611567,C2394,,,FY17,,,IntegratedReport2019.pdf,210,,Air emissions for the following pollutant: SO,10399.00,,tons,Em.17.13,10399.00,Mg,EM-CM,EM-CM-120a.1b,Mg (t),,,Baltzell
CEMEX SAB-CPO,MXP225611567,C2394,,,FY18,,,IntegratedReport2019.pdf,210,,Air emissions for the following pollutant: SO,11543.00,,tons,Em.17.13,11543.00,Mg,EM-CM,EM-CM-120a.1b,Mg (t),,,Baltzell
CEMEX SAB-CPO,MXP225611567,C2394,,,FY19,,,IntegratedReport2019.pdf,210,,Air emissions for the following pollutant: SO,12047.00,,tons,Em.17.13,12047.00,Mg,EM-CM,EM-CM-120a.1b,Mg (t),,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY19,,,Shell Sustainability Report 2019,88,,Volatile organic compounds (VOCs) (thousand metric tons) [P],55.00,,thousand metric tons,Em.17.14,55000.00,Mg,EM-EP,EM-EP-120a.1c,Mg (t),,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY18,,,Shell Sustainability Report 2019,88,,Volatile organic compounds (VOCs) (thousand metric tons) [P],59.00,,thousand metric tons,Em.17.14,59000.00,Mg,EM-EP,EM-EP-120a.1c,Mg (t),,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY17,,,Shell Sustainability Report 2019,88,,Volatile organic compounds (VOCs) (thousand metric tons) [P],95.00,,thousand metric tons,Em.17.14,95000.00,Mg,EM-EP,EM-EP-120a.1c,Mg (t),,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY16,,,Shell Sustainability Report 2019,88,,Volatile organic compounds (VOCs) (thousand metric tons) [P],153.00,,thousand metric tons,Em.17.14,153000.00,Mg,EM-EP,EM-EP-120a.1c,Mg (t),,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global-X,,FY19,,,Shell Sustainability Report 2019,89,,CFCs/halons/trichloroethane (tonnes),0.00,,tonnes,Em.17.2,0.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY19,,,Shell Sustainability Report 2019,89,,Hydrochlorofluorocarbons (HCFCs) (tonnes),8.00,,tonnes,Em.17.2,8.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global-X,,FY18,,,Shell Sustainability Report 2019,89,,CFCs/halons/trichloroethane (tonnes),0.00,,tonnes,Em.17.2,0.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY18,,,Shell Sustainability Report 2019,89,,Hydrochlorofluorocarbons (HCFCs) (tonnes),9.00,,tonnes,Em.17.2,9.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global-X,,FY17,,,Shell Sustainability Report 2019,89,,CFCs/halons/trichloroethane (tonnes),0.00,,tonnes,Em.17.2,0.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY17,,,Shell Sustainability Report 2019,89,,Hydrochlorofluorocarbons (HCFCs) (tonnes),7.00,,tonnes,Em.17.2,7.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global-X,,FY16,,,Shell Sustainability Report 2019,89,,CFCs/halons/trichloroethane (tonnes),0.00,,tonnes,Em.17.2,0.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY16,,,Shell Sustainability Report 2019,89,,Hydrochlorofluorocarbons (HCFCs) (tonnes),8.00,,tonnes,Em.17.2,8.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY19,,,Shell Sustainability Report 2019,88,,Hydrofluorocarbons (HFCs) (tonnes) [P],29.00,,tonnes,Em.4.10,29.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY18,,,Shell Sustainability Report 2019,88,,Hydrofluorocarbons (HFCs) (tonnes) [P],31.00,,tonnes,Em.4.10,31.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY17,,,Shell Sustainability Report 2019,88,,Hydrofluorocarbons (HFCs) (tonnes) [P],22.00,,tonnes,Em.4.10,22.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY16,,,Shell Sustainability Report 2019,88,,Hydrofluorocarbons (HFCs) (tonnes) [P],21.00,,tonnes,Em.4.10,21.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY19,,,Shell Sustainability Report 2019,88,,Methane (CH4) (thousand metric tons) [P],91.00,,Gg,Em.4.8,91000.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY18,,,Shell Sustainability Report 2019,88,,Methane (CH4) (thousand metric tons) [P],92.00,,Gg,Em.4.8,92000.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY17,,,Shell Sustainability Report 2019,88,,Methane (CH4) (thousand metric tons) [P],123.00,,Gg,Em.4.8,123000.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY16,,,Shell Sustainability Report 2019,88,,Methane (CH4) (thousand metric tons) [P],138.00,,Gg,Em.4.8,138000.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY19,,,Shell Sustainability Report 2019,88,,Nitrous oxide (N2O) (thousand metric tons),1.00,,thousand tonnes,Em.4.9,1000.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY18,,,Shell Sustainability Report 2019,88,,Nitrous oxide (N2O) (thousand metric tons),1.00,,thousand tonnes,Em.4.9,1000.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY17,,,Shell Sustainability Report 2019,88,,Nitrous oxide (N2O) (thousand metric tons),1.00,,thousand tonnes,Em.4.9,1000.00,Mg,EM-EP,,,,,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY16,,,Shell Sustainability Report 2019,88,,Nitrous oxide (N2O) (thousand metric tons),1.00,,thousand tonnes,Em.4.9,1000.00,Mg,EM-EP,,,,,Baltzell
