Company Name,ISIN,ISIC full_code,ISIC section_label,ISIC division_label,ISIC group_label,ISIC description,Region/Country,Report Date,Fiscal Year,Quarter,Month,OS-C Code,Factor Area Code,Factor Code,Sub-Factor Code,Report Label,Quantity,Quantity Type,Reported Units,Standardized Quantity,Standardized units,Orig Report,Page,Note,Analyst,Factor Area,Factor,Sub Factor,SASB Industry Code,SASB Sub-Metric Code,SASB units,CDP Code,OS-C - CDP synthetic code,Description,,Quantity,Quantity Type,Reported Units,OS-C Code,Standardized Quantity,Standardized units
AMERICAN ELECTRIC POWER,US0255371017,D3510,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution","Electric power generation, transmission and distribution",,,FY19,,,WR.1.1,WR,1,1,Total Water Consumption (m3/year),167428676.4,,m³/year," 167,429 ",dam3,Final ESG Data Center.xlsx,,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Consumption,Total water consumed,IF-EU,IF-EU-140a.1b,"Thousand cubic meters (m³), Percentage (%)",,,,,167428676.37,,m³/year,WR.1.1,167428.68,dam3
AMERICAN ELECTRIC POWER,US0255371017,D3510,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution","Electric power generation, transmission and distribution",,,FY19,,,WR.1.3,WR,1,3,Percentage of water consumed in regions with High or Extremely High Baseline Water Stress,[not found],,"Thousand cubic meters (m³), Percentage (%)",,,,,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Consumption,% consumed in regions with High or Extremely High Baseline Water Stress,IF-EU,IF-EU-140a.1d,"Thousand cubic meters (m³), Percentage (%)",,,,,[not found],,"Thousand cubic meters (m³), Percentage (%)",WR.1.3,,
AMERICAN ELECTRIC POWER,US0255371017,D3510,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution","Electric power generation, transmission and distribution",,,FY19,,,WR.2.1,WR,2,1,Total Water Withdrawal (m3/year),5499327625,,m³/year," 5,499,328 ",dam3,Final ESG Data Center.xlsx,,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,,IF-EU,IF-EU-140a.1a,"Thousand cubic meters (m³), Percentage (%)",,,,,5499327625.18,,m³/year,WR.2.1,5499327.63,dam3
AMERICAN ELECTRIC POWER,US0255371017,D3510,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution","Electric power generation, transmission and distribution",,,FY19,,,WR.2.3,WR,2,3,Percentage of water withdrawn in regions with High or Extremely High Baseline Water Stress,[not found],,"Thousand cubic meters (m³), Percentage (%)",,,,,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,% withdrawn in regions with High or Extremely High Baseline Water Stress,IF-EU,IF-EU-140a.1c,"Thousand cubic meters (m³), Percentage (%)",,,,,[not found],,"Thousand cubic meters (m³), Percentage (%)",WR.2.3,,
AMERICAN ELECTRIC POWER,US0255371017,D3510,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution","Electric power generation, transmission and distribution",,,FY19,,,WR.3.1,WR,3,1,"Number of incidents of non-compliance associated with water quantity and/or quality permits, standards, and regulations",,,Number,,,,,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Management,Non-compliance incidents,IF-EU,IF-EU-140a.2a,Number,,,,,,,Number,WR.3.1,,
AMERICAN ELECTRIC POWER,US0255371017,D3510,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution","Electric power generation, transmission and distribution",,,FY19,,,WR.3.2,WR,3,2,Description of water management risks and discussion of strategies and practices to mitigate those risks,,,n/a,,,,,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Management,Non-compliance incidents,IF-EU,IF-EU-140a.3a,n/a,,,,,,,n/a,WR.3.2,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY18,,,EF.1.1,EF,1,1,Total operational energy consumption,150,,PJ,150000000,GJ,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption,Total energy consumed,EM-MM,EM-MM-130a.1a,"Gigajoules (GJ), Percentage (%)",,,,,150.00,,PJ,EF.1.1,41666700.00,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY18,,,EF.2.4,EF,2,4,Consumption of electricity from grid,#DIV/0!,,percentage,#DIV/0!,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption %,% of energy from grid,EM-MM,EM-MM-130a.1b,"Gigajoules (GJ), Percentage (%)",,,,#DIV/0!,31.00,,PJ,EF.2.4,8611118.00,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY18,,,EF.2.7,EF,2,7,Operational energy consumption from renewable sources (PJ),#DIV/0!,,percentage,#DIV/0!,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption %,% of energy from renewables,EM-MM,EM-MM-130a.1c,"Gigajoules (GJ), Percentage (%)",,,,#DIV/0!,0.05,,PJ,EF.2.7,13888.90,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY18,,,Em.1.1,Em,1,1,Scope 1 GHG emissions(6),10.60,,mtCO2e, 11 ,mtCO2e,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Scope 1 Emissions Total,0,EM-MM,EM-MM-110a.1a,"Mg (t) CO₂-e, Percentage (%)",C6.1,C6.1.1,(C6.1) What were your organization’s gross global Scope 1 emissions in Mg CO2e?,,10.60,,mtCO2e,Em.1.1,10.60,mtCO2e
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY18,,,WR.1.2,WR,1,2,Consumption(8),"159,960",,ML," 159,960 ",dam3,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Consumption,Total fresh water consumed,EM-MM,EM-MM-140a.1b,"Thousand cubic meters (m³), Percentage (%)",,,,,159960.00,,ML,WR.1.2,159960.00,dam3
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY18,,,WR.2.2,WR,2,2,Withdrawals(6),"339,870",,ML," 339,870 ",dam3,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Total fresh water withdrawn,EM-MM,EM-MM-140a.1a,"Thousand cubic meters (m³), Percentage (%)",,,,,339870.00,,ML,WR.2.2,339870.00,dam3
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY18,,,WR.2.4,WR,2,4,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,0.00%,,percentage,0.00%,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,EM-MM,EM-MM-140a.1c,"Thousand cubic meters (m³), Percentage (%)",,,,,0.00,,percentage,WR.2.4,0.00,percentage
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY18,,,WR.2.5,WR,2,5,Percentage of fresh water consumed in regions with High or Extremely High Baseline Water Stress,0.00%,,percentage,0.00%,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,EM-MM,EM-MM-140a.1d,"Thousand cubic meters (m³), Percentage (%)",,,,,0.00,,percentage,WR.2.5,0.00,percentage
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY19,,,EF.1.1,EF,1,1,Total operational energy consumption,149,,PJ,149000000,GJ,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption,Total energy consumed,EM-MM,EM-MM-130a.1a,"Gigajoules (GJ), Percentage (%)",,,,,149.00,,PJ,EF.1.1,41388922.00,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY19,,,EF.2.4,EF,2,4,Consumption of electricity from grid,#VALUE!,,percentage,#VALUE!,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption %,% of energy from grid,EM-MM,EM-MM-130a.1b,"Gigajoules (GJ), Percentage (%)",,,,#VALUE!,31.00,,PJ,EF.2.4,8611118.00,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY19,,,EF.2.7,EF,2,7,Operational energy consumption from renewable sources (PJ),#VALUE!,,percentage,#VALUE!,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption %,% of energy from renewables,EM-MM,EM-MM-130a.1c,"Gigajoules (GJ), Percentage (%)",,,,#VALUE!,0.05,,PJ,EF.2.7,13888.90,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY19,,,Em.1.1,Em,1,1,Scope 1 GHG emissions(6),9.72,,mtCO2e, 10 ,mtCO2e,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Scope 1 Emissions Total,0,EM-MM,EM-MM-110a.1a,"Mg (t) CO₂-e, Percentage (%)",C6.1,C6.1.1,(C6.1) What were your organization’s gross global Scope 1 emissions in Mg CO2e?,,9.72,,mtCO2e,Em.1.1,9.72,mtCO2e
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY19,,,WR.1.2,WR,1,2,Consumption(8),"268,620",,ML," 268,620 ",dam3,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Consumption,Total fresh water consumed,EM-MM,EM-MM-140a.1b,"Thousand cubic meters (m³), Percentage (%)",,,,,268620.00,,ML,WR.1.2,268620.00,dam3
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY19,,,WR.2.2,WR,2,2,Withdrawals(6),"352,950",,ML," 352,950 ",dam3,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Total fresh water withdrawn,EM-MM,EM-MM-140a.1a,"Thousand cubic meters (m³), Percentage (%)",,,,,352950.00,,ML,WR.2.2,352950.00,dam3
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY19,,,WR.2.4,WR,2,4,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,0.00%,,percentage,0.00%,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,EM-MM,EM-MM-140a.1c,"Thousand cubic meters (m³), Percentage (%)",,,,,0.00,,percentage,WR.2.4,0.00,percentage
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY19,,,WR.2.5,WR,2,5,Percentage of fresh water consumed in regions with High or Extremely High Baseline Water Stress,0.00%,,percentage,0.00%,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,EM-MM,EM-MM-140a.1d,"Thousand cubic meters (m³), Percentage (%)",,,,,0.00,,percentage,WR.2.5,0.00,percentage
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,EF.1.1,EF,1,1,Total operational energy consumption,150,,PJ,150000000,GJ,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption,Total energy consumed,EM-MM,EM-MM-130a.1a,"Gigajoules (GJ), Percentage (%)",,,,,150.00,,PJ,EF.1.1,41666700.00,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,EF.2.4,EF,2,4,Consumption of electricity from grid,#VALUE!,,percentage,#VALUE!,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption %,% of energy from grid,EM-MM,EM-MM-130a.1b,"Gigajoules (GJ), Percentage (%)",,,,#VALUE!,32.00,,PJ,EF.2.4,8888896.00,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,EF.2.7,EF,2,7,Operational energy consumption from renewable sources (PJ),#VALUE!,,percentage,#VALUE!,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Energy/Fuel,Energy consumption %,% of energy from renewables,EM-MM,EM-MM-130a.1c,"Gigajoules (GJ), Percentage (%)",,,,#VALUE!,0.04,,PJ,EF.2.7,11111.12,MWh
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.1.1,Em,1,1,Scope 1 GHG emissions(6),9.49,,mtCO2e, 9 ,mtCO2e,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Scope 1 Emissions Total,0,EM-MM,EM-MM-110a.1a,"Mg (t) CO₂-e, Percentage (%)",C6.1,C6.1.1,(C6.1) What were your organization’s gross global Scope 1 emissions in Mg CO2e?,,9.49,,mtCO2e,Em.1.1,9.49,mtCO2e
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.17.1,Em,17,1,Air emissions for the following pollutant: CO,[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Air Emissions other than GHG,CO,EM-MM,EM-MM-120a.1a,Mg (t),,,,,[not disclosed],,,Em.17.1,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.17.10,Em,17,10,Total oxides of nitrogen,"82,899",,tonnes," 82,899 ",Mg,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Air Emissions other than GHG,NO (excluding N O),EM-MM,EM-MM-120a.1b,Mg (t),,,,,82898.93,,tonnes,Em.17.10,82898.93,Mg
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.17.11,Em,17,11,Air emissions for the following pollutant: particulate matter (PM),[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Air Emissions other than GHG,particulate matter (PM),EM-MM,EM-MM-120a.1d,Mg (t),,,,,[not disclosed],,,Em.17.11,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.17.13,Em,17,13,Total oxides of sulphur,"16,272",,tonnes," 16,272 ",Mg,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Air Emissions other than GHG,SO,EM-MM,EM-MM-120a.1c,Mg (t),,,,,16272.45,,tonnes,Em.17.13,16272.45,Mg
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.17.14,Em,17,14,Air emissions for the following pollutant: volatile organic compounds (VOCs),[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Air Emissions other than GHG,volatile organic compounds (VOCs),EM-MM,EM-MM-120a.1g,Mg (t),,,,,[not disclosed],,,Em.17.14,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.17.6,Em,17,6,Air emissions for the following pollutant: lead (Pb),[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Air Emissions other than GHG,lead (Pb),EM-MM,EM-MM-120a.1f,Mg (t),,,,,[not disclosed],,,Em.17.6,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.17.8,Em,17,8,Air emissions for the following pollutant: mercury (Hg),[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Air Emissions other than GHG,mercury (Hg),EM-MM,EM-MM-120a.1e,Mg (t),,,,,[not disclosed],,,Em.17.8,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.2.1,Em,2,1,Percentage of gross global Scope 1 emissions covered under emissions-limiting regulations,[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,"Scope 1 Emissions, % regulated","Scope 1 Emissions, % regulated under emissions-limiting regulations",EM-MM,EM-MM-110a.1b,"Mg (t) CO₂-e, Percentage (%)",,,,,[not disclosed],,,Em.2.1,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,Em.6.6,Em,6,6,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets","Annual Report 2020 section 1.7.8 Climate Change.

Climate Change Report 2020 section 2.2 Reducing our GHG emissions.

BHP’s strategy is not driven by any regulatory emissions trading scheme.",,text,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,Emissions,Scope 1 emissions strategy description,0,EM-MM,EM-MM-110a.2a,n/a,,,SHOULD MAP TO CDP BUT SEEMS TO RELATE TO MULTIPLE QUESTIONS,,"Annual Report 2020 section 1.7.8 Climate Change.

Climate Change Report 2020 section 2.2 Reducing our GHG emissions.

BHP’s strategy is not driven by any regulatory emissions trading scheme.",,text,Em.6.6,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,WR.1.2,WR,1,2,Consumption(8),"258,120",,ML," 258,120 ",dam3,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Consumption,Total fresh water consumed,EM-MM,EM-MM-140a.1b,"Thousand cubic meters (m³), Percentage (%)",,,,,258120.00,,ML,WR.1.2,258120.00,dam3
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,WR.2.2,WR,2,2,Withdrawals(6),"380,330",,ML," 380,330 ",dam3,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Total fresh water withdrawn,EM-MM,EM-MM-140a.1a,"Thousand cubic meters (m³), Percentage (%)",,,,,380330.00,,ML,WR.2.2,380330.00,dam3
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,WR.2.4,WR,2,4,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,0.00%,,percentage,0.00%,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,EM-MM,EM-MM-140a.1c,"Thousand cubic meters (m³), Percentage (%)",,,,,0.00,,percentage,WR.2.4,0.00,percentage
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,WR.2.5,WR,2,5,Percentage of fresh water consumed in regions with High or Extremely High Baseline Water Stress,0.00%,,percentage,0.00%,percentage,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Withdrawal,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,EM-MM,EM-MM-140a.1d,"Thousand cubic meters (m³), Percentage (%)",,,,,0.00,,percentage,WR.2.5,0.00,percentage
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,WR.3.1,WR,3,1,Number of incidents of non-compliance associated with water quality permits,[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Management,Non-compliance incidents,EM-MM,EM-MM-140a.2a,Number,,,,,[not disclosed],,,WR.3.1,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,WR.3.1,WR,3,1,Number of incidents of non-compliance associated with water quality regulations,[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Management,Non-compliance incidents,EM-MM,EM-MM-140a.2c,Number,,,,,[not disclosed],,,WR.3.1,,
BHP BILLITON LIMITED,AU000000BHP4,B0710,Mining and quarrying,Mining of metal ores,Mining of iron ores,Mining of iron ores,,,FY20,,,WR.3.1,WR,3,1,Number of incidents of non-compliance associated with water quality standards,[not disclosed],,,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Baltzell,"Water Risk, Adaptation, and Resilience",Water Management,Non-compliance incidents,EM-MM,EM-MM-140a.2b,Number,,,,,[not disclosed],,,WR.3.1,,
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY17,,,EF.1.1,EF,1,1,Total energy consumed,"63,564.00000",,TJ,63564000,GJ,IntegratedReport2019.pdf,209,,Baltzell,Energy/Fuel,Energy consumption,Total energy consumed,EM-CM,EM-CM-130a.1a,"Gigajoules (GJ), Percentage (%)",,,,,63564.00,,GWh,EF.1.1,17656680.79,MWh
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY17,,,Em.1.1,Em,1,1,Gross global Scope 1 emissions,42.90000,,Tg CO2," 42,900,000 ",mtCO2e,IntegratedReport2019.pdf,209,,Baltzell,Emissions,Scope 1 Emissions Total,0,EM-CM,EM-CM-110a.1a,"Mg (t) CO₂-e, Percentage (%)",C6.1,C6.1.1,(C6.1) What were your organization’s gross global Scope 1 emissions in Mg CO2e?,42.9,42.50,,million metric tons CO2,Em.1.1,42500000.00,mtCO2e
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY17,,,Em.17.10,Em,17,10,Air emissions for the following pollutant: NO (excluding N O),"57,973.00000",,tons," 57,973,000 ",Mg,IntegratedReport2019.pdf,210,,Baltzell,Emissions,Air Emissions other than GHG,NO (excluding N O),EM-CM,EM-CM-120a.1a,Mg (t),,,,,57973.00,,tons,Em.17.10,57973.00,Mg
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY17,,,Em.17.11,Em,17,11,Air emissions for the following pollutant: particulate matter (PM),"2,214.00000",,tons," 2,214,000 ",Mg,IntegratedReport2019.pdf,210,,Baltzell,Emissions,Air Emissions other than GHG,particulate matter (PM),EM-CM,EM-CM-120a.1c,Mg (t),,,,,2214.00,,tons,Em.17.11,2214.00,Mg
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY17,,,Em.17.13,Em,17,13,Air emissions for the following pollutant: SO,"10,399.00000",,tons," 10,399,000 ",Mg,IntegratedReport2019.pdf,210,,Baltzell,Emissions,Air Emissions other than GHG,SO,EM-CM,EM-CM-120a.1b,Mg (t),,,,,10399.00,,tons,Em.17.13,10399.00,Mg
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY18,,,EF.1.1,EF,1,1,Total energy consumed,"65,582.00000",,TJ,65582000,GJ,IntegratedReport2019.pdf,209,,Baltzell,Energy/Fuel,Energy consumption,Total energy consumed,EM-CM,EM-CM-130a.1a,"Gigajoules (GJ), Percentage (%)",,,,,65582.00,,GWh,EF.1.1,18217236.80,MWh
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY18,,,Em.1.1,Em,1,1,Gross global Scope 1 emissions,43.40000,,Tg CO2," 43,400,000 ",mtCO2e,IntegratedReport2019.pdf,209,,Baltzell,Emissions,Scope 1 Emissions Total,0,EM-CM,EM-CM-110a.1a,"Mg (t) CO₂-e, Percentage (%)",C6.1,C6.1.1,(C6.1) What were your organization’s gross global Scope 1 emissions in Mg CO2e?,43.4,43.00,,million metric tons CO2,Em.1.1,43000000.00,mtCO2e
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY18,,,Em.17.10,Em,17,10,Air emissions for the following pollutant: NO (excluding N O),"56,228.00000",,tons," 56,228,000 ",Mg,IntegratedReport2019.pdf,210,,Baltzell,Emissions,Air Emissions other than GHG,NO (excluding N O),EM-CM,EM-CM-120a.1a,Mg (t),,,,,56228.00,,tons,Em.17.10,56228.00,Mg
CEMEX SAB-CPO,MXP225611567,C2394,Manufacturing,Manufacture of other non-metallic mineral products,Manufacture of non-metallic mineral products n.e.c.,"Manufacture of cement, lime and plaster",,,FY18,,,Em.17.11,Em,17,11,Air emissions for the following pollutant: particulate matter (PM),"1,911.00000",,tons," 1,911,000 ",Mg,IntegratedReport2019.pdf,210,,Baltzell,Emissions,Air Emissions other than GHG,particulate matter (PM),EM-CM,EM-CM-120a.1c,Mg (t),,,,,1911.00,,tons,Em.17.11,1911.00,Mg
